Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
CE(16:0),29042,41010,897,28277,83416,35911,11190,59891,64386,33128,54132,54096,56238,18988,83069,66193,50198,84132,30931,18594,20459,35635,26745,16759,43148,31548,43768,36207,23288,11721,30225,159831,83815,27165,14507,34804,74490,28695,15568,26719,30396,34527,25817,25063,24386,15466,35143,26686,21432,41321,24421,17342,11514,15443,13106,265,13845,26974,57439,23966,42503,20591,36823,10877,15053,8135,13806,22785
CE(18:1),28341,48683,1317,20350,56146,36774,7015,47092,40685,19934,34446,38633,39205,12381,45214,38371,27267,49506,28873,17154,17094,55123,24831,13380,41432,30376,30643,29259,28090,9586,25435,211423,50753,32380,13244,48637,54804,26724,14148,32183,51623,39887,34645,19609,26770,14957,33602,52072,20840,39540,28170,22590,11867,33664,20485,840,34764,35636,73796,22889,55826,47844,45154,14115,18859,12434,35886,38810
PC(38:6) [+OH],27871,14228,95,35272,31977,22464,23163,22829,35025,78281,34094,23472,26093,20259,32925,27487,30496,29889,27076,20823,14743,17683,6913,15935,13859,14286,26852,73970,17395,12586,17859,33112,44150,13234,21904,749,29339,10669,11443,23029,13640,24595,8179,42276,40278,4783,16598,10607,24480,11978,12064,4706,26703,6113,10901,19,3549,14818,8069,18396,7073,12046,6295,20870,8166,12098,5665,7186
DG(18:1_20:4),27755,25711,687,37371,33825,28162,12321,1391,47266,37096,26518,29862,36428,25383,36747,47915,18037,41867,39723,36429,38674,30388,51403,51457,40291,46808,39626,36440,40957,23862,41309,54081,25081,44214,23156,31170,40735,34725,30686,43341,22437,47626,41840,35899,53330,36136,35644,49834,38647,43630,47832,31445,43920,28326,40195,110,54478,30748,55242,41475,53912,51413,43849,37397,37515,48392,38855,49300
PC(P-18:1/22:6),27592,28326,855,29882,28667,43353,29934,30799,28127,26218,35746,40180,26526,32653,27414,38974,26177,41735,30314,37358,33915,36726,35300,36572,31734,36300,39192,33626,47013,28639,32273,32780,35569,39595,35019,30026,38700,45629,35966,33932,37195,56068,36273,38361,39266,39876,44221,39284,55326,37365,44012,33094,33334,29598,29082,374,34654,32714,33379,34809,38046,57346,28772,37453,37310,32432,36527,52034
FA(22:6),27381,11306,699,30315,29461,11749,4068,25027,39183,45847,20807,19174,31172,14655,36832,38351,14569,45332,32599,21540,17487,11720,16834,44034,16671,34119,27150,19494,25770,8656,15777,44258,27369,19819,14589,14310,27330,17236,12388,31372,6288,32126,19423,40166,39434,14343,14608,21990,15040,24344,20427,8830,21085,8065,8676,294,20530,7261,29938,16817,29444,20448,16874,20025,16532,20170,12901,24126
AC(14:1),27377,15125,591,20677,17790,19710,12086,23895,22203,20754,22727,17791,21040,18563,20397,20909,17593,22109,12292,5617,18455,13934,17201,17682,18824,16699,20734,16275,12919,12470,17420,45789,31422,15240,18013,14591,22239,18553,13061,17100,13627,29151,18343,23467,24380,17624,20344,21283,18887,16328,22177,14800,17825,11008,13575,62,15607,14610,12471,17230,16698,17359,13321,19586,17683,15616,16431,17688
FA(22:5),26248,23739,6354,26054,1339,23298,21788,29118,30479,1507,24919,1184,1853,21147,25736,26535,2135,1976,1587,1028,17191,19837,18805,1519,15077,18753,889,16573,881,16807,21950,1389,1151,21104,16576,16747,17393,15758,14232,1536,878,1627,692,1389,1125,597,10597,696,13154,961,13202,10712,848,9217,8329,2735,518,9339,2347,623,1247,12827,534,12373,1276,741,496,1307
SM(35:2) ,26143,19120,133,24705,22693,23628,9093,33850,32099,20564,26531,22092,31889,11798,15668,15455,13970,28755,27552,17807,20599,15495,19719,16237,19269,18198,10530,20551,26377,8966,21292,32832,20474,20139,12263,16361,15260,17507,7920,21443,21354,25058,14669,16772,26944,9415,10328,19713,4479,10369,22015,12180,8779,14448,11611,27,13562,13760,8597,8072,15427,13396,7149,7976,10672,2035,12322,15994
PI(36:2),26045,20008,196,21681,21118,19654,30505,27901,22821,29174,24113,19993,17982,25587,34124,25956,28467,23230,20981,21229,12480,20201,18241,29264,19837,20020,26492,12902,18639,23818,11963,20637,30998,21314,26818,19363,28951,24622,26242,19477,22244,20240,15167,35403,20887,25677,23841,13627,22927,24973,26137,14480,25084,15141,15927,28,11795,14978,15125,18889,19810,20883,17750,25964,27425,24143,15319,17254
PE(P-17:0/22:6) ,25625,19688,488,14038,27675,26662,2267,27502,7535,5502,29742,23463,32272,5137,6022,4807,3262,17202,28360,20238,21441,16950,14314,6576,24272,25283,4875,21994,26689,3475,23668,34838,8502,24336,83694,6990,4718,21446,3678,26503,29553,15446,22955,5454,12369,4285,4655,29288,64135,71899,31107,18653,4871,19563,6910,106,17868,22379,25090,3632,14676,7495,2680,5001,72668,5198,22121,27988
DG(18:1_18:1),25391,25291,5749,84698,34558,22245,12759,38111,45046,38967,27499,22713,30087,22772,28059,32882,15607,39991,44162,62179,29366,27569,36471,38176,24940,47407,26514,32024,37299,17890,29430,36722,23482,35373,22640,26992,26164,23955,18507,32541,26254,34283,32043,33583,37679,23795,23146,43511,23867,30510,31078,19713,28053,22351,24063,2577,40194,21665,45277,23624,43825,37728,23721,26134,27616,29677,29686,39573
CE(20:4),24843,9012,1184,19015,18058,13267,9814,11690,16364,13865,14682,17222,20823,16798,29539,40208,22511,32220,17958,8064,9401,17422,22611,24081,26182,32819,30186,12684,12957,18147,22753,204986,39647,12877,17120,15152,39316,13685,16322,21123,15953,29929,21879,27666,24104,25285,32055,19443,20619,36714,22733,15412,23352,14590,16902,659,20622,21601,43526,28753,35243,19078,48090,22140,25157,18659,16888,27254
PI(36:3) ,24521,22007,109,27708,22985,20522,19283,36107,37193,24003,32364,22902,25392,21760,20877,24913,24886,28170,34747,13467,14455,14960,10951,20730,15213,20039,22550,19675,18198,14599,23616,31748,40906,12660,12857,12674,21744,15718,14325,21840,17851,23188,11932,26509,18027,6739,15063,16736,12425,13872,19794,9016,11681,10470,9056,20,6791,9935,7710,10457,11699,14942,8201,10668,11582,7839,8959,11694
LPE(16:0) ,24320,14454,258,17997,23336,18528,15475,24847,29738,43377,24384,20180,24568,19856,24573,19843,21495,35772,27822,11728,15164,19085,10347,21914,14360,15880,19090,14914,16262,12407,12841,28892,34288,16056,19973,13443,18292,12751,11441,21053,12676,21190,11198,31549,20057,9933,15505,14014,11495,13151,14924,9598,11780,9088,7358,42,7722,8056,12334,10667,12486,8992,7588,11016,10515,9386,8000,12361
LPC(24:0) ,24161,17573,466,26815,23575,22857,17473,28309,31342,33881,28222,21698,22015,23613,25403,19507,29932,37634,26149,18535,19893,15497,14788,22880,13607,20079,20331,19749,18525,14054,19669,26257,34418,16611,19603,13266,18235,13822,13797,18236,13168,18318,9803,21887,21295,6025,13083,12467,15021,11493,14748,10149,14205,9250,8094,44,7121,7925,6699,8999,12543,12738,4838,12264,9897,9291,9802,12285
PE(P-18:0/20:5),23933,18608,18,22280,32665,20819,16888,32903,22406,24225,22134,30109,29893,20947,24143,20325,23137,23637,28314,18645,22063,16442,17084,17364,16403,19955,17668,31027,28511,15511,19250,24861,21641,22842,20686,20398,21010,15005,12846,18039,16457,19186,15103,25314,20647,13065,15414,16070,13653,14949,19145,11780,14916,13877,12101,30,10576,13052,9910,12513,19954,15958,9306,14018,12289,11075,14441,13536
PA(36:3),23036,26518,1568,30145,30745,4617,12219,30732,4785,10193,26893,4626,5012,15079,22074,12826,18286,37804,4685,3813,4395,4380,16893,13128,18989,3574,10954,3770,31449,13697,32242,3645,22046,3651,15062,3160,8514,2959,12061,3414,18194,21770,3945,14602,16671,10078,9964,9727,3906,1415,16246,1166,8772,13697,1877,17,9037,3865,2136,7867,1162,2730,7236,3717,4525,6838,2897,4222
AC(18:2),22959,7527,4681,11516,7269,12820,13438,21187,11091,18995,17932,4375,9999,13171,23484,34983,15320,9926,7651,11254,10530,5071,3579,22423,9639,10916,22452,7494,7287,12627,5164,26139,33926,8608,16375,4774,37014,21241,20459,7912,6019,24532,4428,34375,7206,21381,22431,16447,22837,13042,21768,6980,23048,6628,3605,6801,5899,2521,7605,24423,9489,17410,11602,21721,30048,18614,7947,5845
PE(P-18:1/22:6) ,22820,349513,33032,21829,22817,20133,294766,28916,31849,278830,18947,376725,29452,378640,324002,371188,298563,284198,306064,377292,429213,22241,461560,375356,449467,21030,417605,439290,21469,382985,20940,19580,311387,27860,425356,430212,447430,12818,421604,25321,27919,555596,524049,407962,493441,531538,519958,585284,536475,539888,31149,522849,522367,507826,528647,6782,517492,527475,541455,570569,559352,568621,525532,527876,561004,662000,658788,654764
Cer(d20:1/24:1),22646,18486,459,18965,17800,16919,19853,19836,17387,22491,18842,18109,18990,17218,17550,16469,19471,20179,20152,15328,16744,14583,13953,17230,14255,16757,15740,17060,15152,15298,16644,18271,17848,13902,15746,15946,13064,14165,13416,17124,14926,17192,13451,20057,17037,11388,13529,14546,12872,11505,15066,11337,11668,11829,9986,9,9428,9214,10456,9083,10875,13871,8511,11649,11946,9800,11363,10298
TG(54:0) ,21805,19871,7987,13220,14273,17934,22124,19230,17301,16849,18620,16068,16086,20951,18197,18563,20272,21255,26681,14339,19358,22009,15999,17120,18973,18508,18256,20126,17977,22772,16853,14464,13925,20072,18316,30387,17174,21396,20195,17201,19361,15201,18345,21285,18281,18540,19663,17994,18869,19463,22443,17978,14335,15002,15304,3771,11545,15526,12613,17998,18032,19354,19684,15208,16244,13696,16526,15883
LPC(20:0) ,21051,15379,253,23142,22723,18779,16161,27429,30191,37860,26569,18020,22721,22867,23434,20672,27776,35036,22930,13596,17234,13638,11000,24600,12878,15938,17854,17681,14742,13137,14976,22588,34209,13350,17917,11540,16762,10556,11050,16362,11682,15582,8561,22722,16801,8919,11465,10382,11539,9971,13286,7261,10475,6758,5840,89,5839,6539,6472,7565,9852,9573,5290,9525,8540,7007,7122,9582
FA(20:5),20739,19254,6146,21495,18385,23446,18284,26576,32870,28102,22279,14669,21070,20946,24000,25594,35047,24298,16453,12418,14618,18416,15508,28549,12544,12642,13376,16678,15837,14509,17579,19689,25941,19518,13124,12910,12914,10393,9406,10833,10160,12267,10021,14139,12563,9226,9343,12367,11432,10818,13669,10202,11384,8959,7216,4778,8841,8737,9725,9663,9233,11251,6846,13057,10298,10317,8842,11887
LPC(O-18:0),20423,11406,328,17313,15868,17004,11825,23321,24134,29990,18542,13148,17269,14142,16939,13961,21581,24651,21293,9452,11903,9054,7530,19636,8646,12309,11394,15441,17470,8450,10430,18511,26520,11112,14575,8974,14952,9299,9201,11720,9212,12642,6593,18948,13388,7970,7911,8176,7344,7992,10491,5492,6781,6461,4724,22,4599,4861,5542,5608,8293,7387,4348,6686,9815,4764,5700,6651
Hex2Cer(d18:1/24:1),19740,17626,8,16169,19971,17402,17708,20483,25749,13450,25569,17861,18958,19366,18734,21500,13663,26942,19760,14293,16109,8408,13924,18349,8090,16217,16921,9448,11673,13886,18008,38640,25505,14805,12014,17559,14505,14577,13053,17917,12482,18577,9984,23840,22210,10714,12976,13590,13030,12415,16892,9818,9181,9775,8289,8,5459,9455,8042,10180,12507,11466,9422,11355,11033,4783,6772,12430
Cer(d18:2/24:0),19300,13116,296,15596,16255,16283,12869,23594,18285,18071,17342,17761,16460,14823,17909,17059,17861,18993,20380,13377,13106,12866,9788,16565,12463,13733,14712,16458,16996,12160,14030,18168,19642,14648,15270,12786,14911,10991,11610,12482,11694,12612,8748,15571,13228,10504,11317,10839,9509,11388,11167,8237,10948,8516,7595,11,6544,7813,4691,8095,8898,10217,7420,9227,10061,7074,7766,8685
Cer(m18:1/22:0),18245,9015,52,12583,10593,10306,9275,18841,13039,12668,11593,9684,10463,8850,9740,8841,8449,14962,12914,9805,10596,8532,7271,9067,9871,11712,8397,10433,9678,7645,9683,13935,11188,10479,9708,9507,5076,9077,7255,7659,9447,9462,7785,9996,10017,6204,6334,9794,5359,6877,9289,6140,5921,6157,5864,13,5978,5613,6256,5396,7037,8597,5356,6083,7156,4472,6669,6991
PE(P-16:0/18:2),18165,6594,520,29961,13429,4150,18825,15495,25597,32113,24717,18794,7870,27757,30909,23471,16674,7729,7838,14629,13713,5019,8930,28814,5928,10288,21285,489,26864,18037,5896,8089,27555,6698,22497,4080,23953,20984,17309,6720,19033,6693,5082,6190,1776,22498,17390,20097,15700,17844,29189,1156,17788,14539,11186,17,7416,12552,8231,11471,10081,2426,9748,15726,21656,17514,6937,5506
LPE(P-16:0),17965,12374,153,16716,17181,13291,11681,21844,20494,33698,22658,14907,19961,15776,20353,17065,19704,28467,32686,12104,15323,12987,8559,16151,11860,14455,16196,15143,18893,11440,12633,25695,30335,14737,18038,11304,17061,10568,11410,17390,13622,18449,11843,27943,19131,10054,15613,12555,10945,13061,13762,9456,9929,8754,7314,15,6790,8149,8939,11114,11059,9900,8084,11244,9397,9091,9612,13274
SM(44:1),16960,21684,5038,19188,20491,50772,52115,60921,23613,25049,88798,29333,19948,41002,32635,29791,137765,17119,7859,170859,21839,36120,89164,36402,17950,60566,34777,26683,34568,24403,21610,22938,81527,29475,12026,44891,14315,15803,62778,34517,26451,44804,310335,30247,55475,36631,139408,42486,41977,55924,26035,23388,19898,61042,16450,4679,37458,28093,29772,36603,125128,20717,409376,23701,16691,30209,51937,33913
TG(51:0) ,16899,13825,2711,13977,16948,10485,10334,26080,14693,14212,16330,15422,17513,9824,13498,9463,13971,19071,20017,14453,14505,22433,5903,8128,13894,11848,9390,12887,13623,11846,14341,16212,11959,16636,10993,23780,9732,14849,7880,15275,14378,13251,8256,12999,15044,7477,10624,14906,7632,7674,14239,11421,7084,12723,8393,826,8808,10582,9079,7303,14470,18380,5009,5201,6785,6978,13904,9119
AC(10:0),16855,6476,600,8020,9271,12573,3454,19102,8749,6245,20021,8563,10075,5233,6571,6485,4927,13133,8322,10205,9708,7162,6251,6377,8418,7184,5659,10487,6338,3826,8966,15176,9276,10698,5974,8045,7046,10322,4202,7622,6402,16002,11611,7632,13491,6314,5518,18535,5802,4930,13025,8542,5913,5805,5893,80,6937,6829,9655,5470,6725,8595,3988,6001,7465,5413,8088,14016
PC(P-20:0/20:4),16784,7050,947,7514,17688,20575,24562,19024,11413,6530,17648,15097,1025,9402,1653,9386,19855,16762,11215,12944,6552,6496,7360,13933,12726,9494,22847,4400,22538,11001,22544,29735,3341,24961,3045,11116,6853,14068,24641,5782,9849,25538,37178,2078,9316,28867,10568,21944,8083,10961,10174,9913,28676,6718,15477,80,17772,29555,14306,32588,18641,10838,38821,11244,13478,35802,12942,27342
Cer(d18:2/22:0),16617,11735,581,18641,17955,13998,11571,17448,19543,19605,19988,15330,18253,16372,20396,17295,16166,20862,17509,12950,11959,12698,11554,17801,13188,13895,14194,12622,13720,10149,12890,18202,18790,13628,13498,10722,13562,9973,9310,13530,12668,12657,8837,14008,12433,10333,10309,11214,8226,10051,10715,7510,10711,7877,7143,31,7887,8948,6322,8417,8372,9988,7886,9257,9078,8469,7959,9946
PE(16:0_18:1),16301,18309,31,5858,16651,14445,9978,16600,24987,20590,11604,6404,26293,9800,18209,8353,22049,13360,12136,18135,16416,14512,6025,15603,9845,5358,10930,9507,3594,9542,17900,14918,18463,10972,7205,3927,12456,5881,16048,12187,2175,8046,6403,15837,5963,12422,13284,10738,9657,7770,4509,5271,9492,6133,21118,37,1694,729,8408,8622,2346,8488,6202,7272,12461,9080,7790,10868
PI(16:0_16:1),15892,10240,159,17120,15919,12287,9614,20343,22480,17010,16824,14393,19685,11994,16010,12313,15192,25292,14022,12551,10238,11015,11299,13217,10799,12406,10930,11798,7926,6568,12672,23926,20811,9971,9250,10166,7141,11293,6990,12907,9243,12441,6230,13531,15419,5568,7574,10193,6668,6585,11597,5241,6860,6312,5321,11,4245,6510,7532,6357,9385,8860,5161,5665,4425,5286,7490,9376
Cer(d18:2/23:0),15697,10958,365,18746,17776,14660,10157,17489,18391,21459,19912,16479,17522,14853,19119,14354,16333,19605,16534,12745,12085,11558,11408,14367,11242,12720,13478,12235,12128,9120,13014,18580,17773,12278,13053,9411,14191,9669,8183,12069,12011,11715,7382,11454,11637,8363,8837,9528,6936,8152,8513,6352,9045,6895,6023,11,6594,7923,4954,7323,8174,8734,5738,7929,7248,6698,7115,8559
AC(18:1)-OH,15638,7512,4407,9083,7131,6933,5212,11194,8738,7681,9449,7007,6949,7600,8913,9635,7448,10045,7261,8418,8953,8247,8120,10222,7396,6553,8462,6811,7834,5829,7637,12536,9834,8824,6062,5125,8443,9565,5878,6088,4509,9436,9572,8855,8903,7939,6232,7802,8861,7531,8166,6123,8260,6018,6112,3941,8147,6414,7052,7324,7531,6298,6156,9189,8832,8204,8352,9303
PC(35:1) ,15382,16895,1380,22245,18676,4408,10704,12540,17667,9097,17169,14783,19214,9580,17391,13564,8413,15966,18061,23240,17511,15590,17522,5842,16851,18685,17433,11451,18760,11659,15315,24267,14641,18238,16376,15549,17234,20499,14632,7954,21488,22595,14245,7998,19312,13764,15543,21721,16689,14113,24697,17668,17476,19679,19106,137,1283,21478,22121,12583,22789,22472,13381,15540,12281,16749,21379,22428
Cer(d20:1/22:0),14911,13326,996,11100,13220,13059,15035,13200,10950,10198,9519,13189,10678,10976,11408,11430,12071,10604,12042,11488,11360,11578,11134,12255,12084,11774,12235,11458,10365,14062,13842,11319,10935,11890,13231,13563,10649,12368,12845,12332,11635,11796,12706,16249,14284,12962,10984,11749,11287,11507,11732,11524,12068,12223,10747,517,10153,10554,10881,10771,10978,12533,11424,12464,11697,10854,12124,9846
PI(15-MHDA_18:1)/PI(17:0_18:1),14890,5547,45,14312,13661,13927,5795,13780,14711,13572,14408,14901,14471,5735,13482,10000,346,17676,12750,11103,3522,1754,9918,6698,9441,9440,5822,10632,9239,5120,5841,13068,13919,12010,7182,10108,9518,9503,8523,11168,8020,13334,3813,14577,8583,4360,4137,9983,6924,304,7751,5257,5448,3895,2820,14,4909,4518,5555,6201,6593,7488,2183,3965,6287,777,5968,9575
SM(d18:2/18:0),14786,8686,116,13223,13723,12554,3212,15955,11043,989,18755,12095,18644,5078,9476,6393,2009,24042,17536,10125,1322,1994,3003,6520,1036,1496,5640,11115,2775,3816,2145,23050,14481,5072,7473,2024,1696,8299,3035,1134,909,14271,4506,8906,12103,2714,4187,6387,2550,4073,11510,2976,3272,2367,751,,1354,3280,7144,3743,4264,3372,2457,3584,3236,2101,3938,3755
PC(35:3) ,14737,2653,92,17653,1489,12408,9900,3040,4038,2090,3355,12500,10126,2787,5127,1416,3577,2707,2337,2280,5850,11913,3475,3694,11883,17796,3442,15470,14003,5407,10271,4346,4304,14403,3676,12121,3121,17850,8650,19268,13763,4172,16508,5421,4251,9428,2693,1386,5756,7101,20798,5744,2709,4290,15599,16,2305,12967,14948,1146,18787,15800,6922,9465,3065,2814,16785,1998
LPC(P-16:0),14323,9235,331,13237,9268,8695,7495,17433,12109,20976,12530,8674,10640,8340,10204,8873,10099,13609,20683,9589,10958,8803,6228,10293,7553,10530,8629,12802,14778,8409,7947,14395,14119,9873,11485,7380,9682,7210,8218,8195,9085,12553,8933,16405,14262,8804,8319,7835,8484,8617,10636,7137,7180,6450,6046,27,5002,5612,5734,5795,7923,8864,4300,6833,7361,5970,7544,7782
