Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
PE(18:0_22:5) ,537668,499272,5451,570392,652575,512593,485206,669768,683147,686621,631567,608077,702152,615495,657111,611723,637841,646254,661011,476012,485297,386332,419514,602610,448616,544148,576668,581377,592234,461007,503786,603463,712628,523079,579406,464967,564190,432021,466523,561300,479128,563338,370967,635634,517160,390089,511359,457077,421327,457274,526775,352684,432269,379432,315305,957,296555,367010,349760,365530,448108,448649,325884,417606,418557,350697,384672,425314
LPC(18:1) ,520127,447463,16230,575966,645499,488327,381018,624871,749380,1004776,740759,639764,721350,633693,809757,772205,591691,937839,856508,537016,642563,490856,505298,791205,551441,702117,737745,589931,632510,468433,595361,997657,1153734,639794,739925,583969,804257,566131,524303,838550,622202,976301,598950,1166223,959525,532369,669949,693998,580952,686970,737153,500197,608409,441660,384161,6690,492237,440230,608641,555112,712374,652196,472864,613504,490909,548280,540490,732869
PI(38:6),516588,350061,4343,486433,510291,372943,318779,545964,633015,635313,585495,441998,525265,414258,639372,524262,543157,745719,502485,316632,326382,266503,251380,493843,305203,399028,422336,371613,320448,259685,404844,574015,800243,338768,379705,295152,411986,277875,282313,345113,253764,409331,200990,547244,435389,236941,297182,275251,242910,262154,306314,167370,251700,161600,148316,713,154432,180230,180085,203345,222898,250458,166355,220412,206273,164103,168992,242395
PS(36:2),516378,2867011,54518,717001,480025,3481617,350679,911846,4169227,683970,711715,3380983,3981195,424174,663456,460074,464284,603594,3629017,2940280,3180421,2480900,2569054,269224,2770302,3154974,3211939,3608020,536624,2210545,2985188,870191,663427,3167722,3290146,2754240,3356111,2535434,2372165,3355836,3093467,3921008,2668155,707766,456306,2359965,304676,2961804,2551937,292608,3269469,2348207,2454077,2234167,2140476,11709,2248371,2397846,2097904,2106540,2757307,2922495,1785432,2552663,2455532,2253448,2588688,2898734
PC(36:3) ,496569,433502,10635,3095809,371640,441180,1030918,1930678,2941097,551129,290995,270820,2650620,2513394,776374,984671,357001,2402737,2946512,2290422,2296693,442543,2446612,3269259,467022,2723011,2710437,2270288,412027,586776,2291717,2033676,3505426,578362,918213,528067,1251051,704791,970915,522670,660356,2809955,511950,173086,440391,894440,2667532,636652,731115,953978,796114,178572,1093835,310594,243714,15314,478237,2621673,2149999,2444764,2450241,620149,200241,1042794,1282962,1093801,652841,590773
PE(O-16:0/22:6),482085,478435,14949,521687,469065,514652,470268,487061,470686,435179,516928,489480,549730,549811,504705,528643,513809,445915,469128,499471,473387,424636,491544,504264,475533,486952,494149,432662,486381,449714,521985,518736,420046,509800,480930,485872,549130,440701,423875,492012,464109,492204,385096,480656,507952,461242,486865,467620,436307,451544,497129,401016,501493,420281,376932,2828,418447,442328,401827,461013,442960,453125,368158,447866,459332,446036,420998,469447
PI(34:1),462577,345766,8197,416581,433279,363314,337484,502665,578965,558641,532724,394571,475177,355977,500041,410906,478765,637378,425604,309090,317434,275498,286633,425181,278168,334047,375870,331227,312537,272031,384539,599393,637783,332567,361517,305243,333126,307262,274597,352784,290797,440454,228159,567277,498064,214303,273552,298414,259972,256133,342522,203839,260149,198578,167145,587,190348,206093,220100,216634,269293,287151,180276,242594,208883,192107,207128,270006
HexCer(d18:2/24:0),453368,369331,19825,544170,472708,455748,369397,486689,605950,555151,549851,465048,457606,470949,558334,437685,480312,555159,447076,345299,394830,335352,362345,418088,328803,365648,421954,354456,354403,305884,403480,482866,562605,397438,378201,331327,400634,307555,305596,349989,291330,432242,235172,473830,375328,257830,324702,300029,292740,289803,287955,222680,306520,229964,203272,1370,206483,232694,81952,234206,231332,266940,199778,269149,245239,224483,255688,283559
PS(40:5),453280,375533,90540,526225,565467,313728,395761,454240,535323,636408,569953,466570,560693,458811,585479,479445,529735,530584,484287,342773,369858,280737,314028,466819,298164,391005,459064,407860,438435,322328,403741,516676,695753,374111,417529,344839,428079,293615,321607,414556,359933,391023,220013,573708,442652,207933,329654,275451,209213,288827,339822,167857,263831,218591,158721,569,136540,171107,202202,207481,262012,226435,178066,235325,240656,176889,207846,238330
PE(O-38:4) ,449768,428513,5105,452368,418443,390213,431843,493735,460884,699643,533469,508166,434777,477470,507698,549035,512211,568349,456894,364258,395252,395139,322516,488470,417575,381647,423616,436108,386209,356061,408737,456132,495119,419643,491868,356104,418144,324002,418626,387173,341842,443538,326879,536798,364660,348798,420097,377222,305244,409167,331480,300753,350935,307112,271533,742,260716,301100,309414,296443,280804,332809,301911,333136,329530,302331,307321,362171
FA(16:0),444913,414661,129124,465786,393231,503880,390649,552501,684708,599737,461858,341536,450134,420964,508756,549203,738289,493682,333473,252370,323894,349921,335442,589786,255012,289618,291997,334528,362465,311165,379003,418855,519167,405074,290334,260638,280034,224931,218547,236184,215621,273275,208243,303744,271226,198632,205784,265541,250589,233817,269632,210562,261882,196370,160113,101350,197205,201126,209792,195447,206999,239249,164629,285591,234693,226227,190637,272040
TG(50:0) ,434944,480394,52992,434816,447969,482271,547390,475773,433940,504936,529520,486233,454251,501542,488999,472180,603908,544680,514550,432649,449025,541762,387983,426505,446834,380953,524514,437993,442703,527753,498130,435394,482916,455303,501383,574239,517508,467073,470788,452264,519986,402895,397559,617027,480624,437745,543336,474095,469891,475147,478604,465989,339244,430417,373623,11242,272309,410644,316884,467622,340595,451727,517414,356218,414092,339923,387083,346001
TG(54:5) ,429432,363051,29027,367532,367984,301681,616460,323002,374612,1704474,486004,347428,289043,816128,643736,629494,536284,476414,446940,770445,257878,326463,229293,469327,294723,279054,485467,332620,298188,506418,325488,408764,726043,322639,1379125,323941,726256,223330,623840,273206,289642,277562,148922,1090033,315826,279851,346514,398911,332783,538100,244657,179232,336285,450242,209221,12468,111410,191832,143208,450002,172384,319171,541453,273370,415244,369338,263164,229254
LPC(18:0) ,420330,211986,4455,334562,327604,258784,237073,419676,413617,660710,444406,267506,360703,340474,341737,354362,380339,576258,462976,217315,264187,212663,168386,349310,212529,276276,281536,249537,252614,207180,254311,460542,572597,260811,345640,218704,288390,190363,199234,306657,233453,309821,161890,498146,318639,220664,233859,214472,201178,204690,248044,144050,194845,139576,116985,10013,116002,127853,140651,149204,181982,192974,126822,183149,157054,140062,147637,185602
SM(44:2),415686,356514,21590,469529,425447,366974,344806,398025,461329,466487,457991,410455,461982,392756,448176,416768,431914,526199,430112,341233,344792,326891,302584,393444,313285,365115,358297,355020,333210,308390,380543,459833,480837,331973,399587,340771,354089,332600,309048,408253,354875,405020,275770,436903,390630,269822,306621,326534,293374,315928,336741,239748,280945,270495,252295,1060,237120,261931,217898,237522,295071,316689,212921,280209,289233,239981,248286,288670
PE(P-18:0/22:5) ,415433,258840,2024,322757,440554,335557,156214,361670,346191,365980,374623,429045,513013,240408,313359,240839,285345,592185,493446,206431,250821,194522,197555,304760,197290,200163,239129,257173,372164,120192,302301,467051,346197,283795,218351,225918,216942,156865,129151,317713,234113,273594,170805,206678,244287,106796,158542,200543,164195,120183,168606,102903,121122,116700,85335,412,133554,133720,195793,107075,186972,165218,93760,98859,105144,92265,106059,182513
PC(18:0_18:1),415330,355568,67430,353179,351109,326565,604568,423911,305249,622675,436856,394631,382129,562967,891584,544840,518450,353737,350914,317452,361161,417642,269828,690417,318815,416952,563808,328978,402374,584848,325092,362082,609863,348397,540502,435024,683931,492680,427207,334966,556601,337643,206627,716714,385290,432737,444640,432832,618121,449568,592505,397650,320456,431555,212840,12650,364254,399597,396396,532873,449211,459519,603939,584337,490599,388739,454173,259698
PC(O-32:1),414541,364286,23537,329463,364450,356376,238198,463706,330621,259676,314812,371659,388621,206755,256908,178453,187229,392097,415442,293711,306867,304060,282753,209870,285896,296545,188590,297155,328647,177455,344402,310825,208521,302524,202702,324999,192553,298813,189260,305344,280424,269378,238814,213688,287659,154777,143560,244757,163842,155348,272049,209324,157881,242180,199195,1292,203855,206661,275741,130855,258598,231494,116281,151055,153072,122653,194421,198763
TG(52:4) ,407764,137133,7034,138031,81095,22954,736985,78352,313655,4327616,411353,70116,450020,1148548,278734,705456,389562,601036,97094,1207295,120349,133841,78597,381181,37408,483061,434725,383847,266539,392580,79193,107642,1017578,298176,2363621,248325,835246,219224,531203,41301,50257,81824,194549,1558182,246987,127986,169053,468658,171179,432883,31152,57509,660109,119728,179468,8844,52877,79899,29620,425737,133837,405898,562911,159520,322172,463322,315945,177470
PE(O-38:5) ,403245,332746,4304,458087,456756,395570,309042,425996,538629,694802,575304,420880,482854,445721,497741,491689,490088,601711,591735,331188,361309,264504,293907,461355,317434,375165,426509,375336,475777,316816,341069,542004,670100,347575,446526,298346,423188,273114,300921,396872,387067,463116,268418,580680,471102,295779,332760,343556,298981,357433,355344,234720,310632,249427,187294,1027,187738,225668,200634,281398,286835,330307,239865,286481,304756,226396,251571,341689
SM(37:1),401321,419470,32664,346860,327568,196730,362364,270170,316104,291640,327745,245116,403073,261240,290856,266333,288564,247360,420480,302187,357557,375033,344838,238780,355356,277572,246944,331286,394029,281290,388310,326349,290600,370548,247307,403703,308098,389177,311242,227069,367890,354933,307398,327020,316407,324106,246544,283995,240893,264952,236138,333031,262474,371701,363098,2205,292827,271502,390776,276631,318097,349440,270226,285027,280440,238221,339391,331614
TG(54:1) ,399030,364010,18691,350291,338988,348450,353011,440413,395789,491215,424833,343938,318438,327178,331971,281007,378474,465843,410428,330115,313099,313699,238623,312193,253622,283572,288515,341784,293951,281415,328112,305849,440535,306107,343751,324602,266955,259829,277250,317488,278152,286468,213835,429581,332983,210282,261883,249499,222086,224927,278068,197474,177755,219094,174934,2479,141922,184700,152702,179799,227103,245841,158023,195763,216827,155773,213815,207400
PI(18:0_18:1),387503,338778,7520,352562,359312,354683,427036,348619,423264,392837,425903,363511,378844,334621,394126,398297,437781,410261,284500,334656,304488,339809,349843,398462,323559,337198,388555,315288,258170,343721,389317,440430,413722,339481,351184,350930,346255,379787,336139,353088,338971,411446,282099,457030,423612,294746,340426,372088,361518,329188,383983,302831,362969,298405,260865,438,295753,298193,310387,325386,368611,383578,325650,360732,304517,297454,292199,348254
PE(P-18:1/22:4),382726,420157,26644,458972,412999,441428,391872,361240,433607,478687,464716,421706,455330,551804,497788,588317,440486,446797,420351,502496,555691,475205,516301,540546,596227,606178,614056,534875,451528,535250,449387,540498,566230,581107,588648,555550,634627,534356,612574,678698,716448,724163,691998,660568,659853,693215,773018,769770,782945,788523,730278,712092,727078,641511,650292,6418,748364,677063,659122,742484,712807,726850,772806,800935,770997,846836,735361,814499
TG(50:3) ,379518,596228,21539,747042,618747,454105,400797,451791,881500,2426049,1522929,466149,270104,659234,327687,500456,408401,670073,467747,2852426,424682,754527,185688,450881,499725,1242929,294520,1690138,175420,243416,501640,882242,632167,313761,1137100,584652,445947,461760,398648,361831,382188,504560,146279,907788,295483,139209,203217,1061040,137829,180462,324004,264958,158598,343108,473059,4842,217129,303740,167918,216608,213908,931393,372681,198115,184641,101726,655832,477537
TG(56:6) ,379260,455569,9120,360504,471445,607498,463768,431952,723454,792869,499146,576839,395833,608672,405382,439606,473635,472434,413198,344695,225632,388086,394632,570972,387955,480310,586427,457023,438220,218107,482546,421357,543719,464531,583989,994447,532157,216667,98478,500468,225505,535488,291254,406027,71310,195717,255100,395108,367044,90696,370539,283473,377957,264948,142938,1554,105872,299047,199269,170560,174398,355955,56485,330007,321262,206959,291215,277141
PC(37:4) ,370906,194972,8882,388505,369289,370515,157256,419255,394786,293547,381030,361658,92852,214437,282113,221646,214908,370287,47845,268289,264482,167758,322926,228993,88168,82887,220977,352058,87975,171847,167234,453174,265250,391305,215653,324605,266082,77269,180369,376126,19400,412163,86902,254118,97409,214650,223801,82326,202631,228849,14029,74419,199476,78020,76272,74,17570,20167,22156,185223,75030,353707,169568,202289,210296,20240,19500,101506
PE(P-18:0/20:3) ,368753,274388,1795,490847,508564,349894,305540,439060,497472,582328,487029,383437,401731,399476,493863,378147,435433,479729,351547,304732,310411,220967,238964,399631,268329,326991,374265,351786,288361,247369,322283,377336,543252,262151,350527,250402,388644,230830,231877,324036,281956,324903,167098,425779,356423,190521,254917,232225,204037,226918,266019,156660,214617,139388,131668,324,121583,137873,115161,154486,213305,225830,129106,205922,191857,134030,166381,196973
SM(43:1),367002,296958,12349,296908,332331,310424,284167,329458,335285,310059,287198,353709,299658,284278,318457,258708,321219,332389,292133,295614,290824,304490,265214,282239,256423,304597,297956,298664,271666,268299,353507,319751,328236,274481,309503,259488,277262,284189,268602,282796,237471,308868,219698,366836,335919,243852,247272,246563,234351,238377,303395,259503,255061,254339,207514,917,193717,246684,174118,216879,252854,292006,220178,262296,210765,198033,238690,252332
FA(20:4),362428,215642,3374,322830,460159,252621,66087,361112,555851,605578,387767,345016,465141,300522,527683,525434,283320,637353,434581,221086,279407,235714,245807,543153,286743,430738,414931,307157,355926,162315,281335,672415,464145,316106,271326,234733,459740,267467,213726,481489,125083,496240,248978,570810,503349,211525,283651,347261,228677,338606,333806,174404,287260,149742,155051,1071,239689,140418,323639,286706,352262,264753,253033,273469,244457,278298,202760,342214
PE(P-16:0/20:4),360643,376799,20580,423490,418055,388423,374694,398106,471608,556742,493742,371654,445903,433806,480923,467096,425658,496130,528936,365702,395240,381382,387242,440094,391438,408548,413251,375929,524900,384411,397274,499818,574994,394148,458637,382418,475166,383888,376302,443887,432421,535875,452557,525383,480881,259110,476236,450315,419975,450698,432172,425249,443056,440419,417712,4667,403678,394351,423074,457844,424505,444745,430714,412656,452687,469514,439629,466055
Cer(d18:2/18:0),356405,319924,5847,492461,417283,393083,307934,358484,545453,685606,606331,286648,365175,335237,408587,491125,326475,580416,406063,325863,354806,239784,352916,480256,236239,320577,324969,260857,359983,278483,352237,540258,611452,352338,412214,224577,495198,324191,266782,390346,252875,473049,191485,501104,389989,227127,367327,338621,220981,372569,325023,257264,317225,258103,184205,2136,244341,242788,188132,269592,272540,287159,189527,276827,219263,256903,184061,259144
DG(16:0_20:4),338757,189620,1663,356440,358047,223902,100740,347027,534333,541600,353425,290494,404750,254699,504867,456670,229876,548824,444487,209202,247066,145028,228594,461636,199252,294004,302336,249803,317529,130697,268412,459007,357518,239502,183311,169196,291812,163213,149298,261938,107228,281076,135328,342176,323991,136174,163069,192223,150669,194226,219191,89024,179055,73172,86433,434,122147,78927,147583,118217,177315,186615,111732,135938,127030,120933,102901,167001
SM(44:3),331461,273825,31044,457906,411173,333170,398825,353911,413839,590588,424533,366463,414861,475249,690071,370559,552294,480991,385687,321427,286044,288677,338391,514349,384220,449548,336835,275605,409901,306241,280677,376147,580359,305574,328965,368883,353832,307454,299105,311742,245656,313956,143703,379404,283833,294283,404057,218844,330917,248023,193971,171235,295639,225108,130969,5994,199872,126833,226643,276424,280341,344213,120687,188348,292506,139868,144014,258109
LPE(18:0) ,329854,197868,3663,215102,300765,223064,249050,347713,307886,456979,310895,258119,316991,261230,334545,265851,311604,406655,339698,163254,200069,229078,141200,276692,184247,206065,267587,194059,217583,198278,221851,366133,414867,212694,288915,197511,262137,188590,182984,273574,188933,267790,146990,412689,257322,146281,210488,184616,165987,197302,200070,138637,174107,139513,104721,760,105759,114683,146496,158991,155218,140022,132032,162243,143531,135491,123497,167204
PC(O-36:0),309222,217573,7978,239840,238445,221499,288590,283240,212897,268865,255383,255477,252781,265343,235183,219227,293152,269102,252205,251888,260274,200864,188539,213370,243271,204423,215641,250172,215440,178679,217026,303218,345922,199100,93860,200619,281933,263612,213124,264763,180582,203209,158533,348443,283034,222984,232270,209642,135972,191096,242986,166445,146543,205195,141370,409,69394,155639,148526,176374,174084,238954,120539,188624,178018,182500,215357,171136
PE(39:6) ,303013,260642,3852,313270,294670,305013,166257,392245,277367,196943,245218,286404,281812,200400,216786,182036,202614,265882,298013,290531,251165,234935,240459,207448,256802,256868,185463,270193,270108,152982,282754,252360,167752,274694,184387,246207,202417,235253,155264,249656,243073,226950,216023,163190,231496,158888,135683,246398,156856,139687,267355,189287,161678,195388,175671,306,177968,172497,231998,125931,224156,217891,106774,151002,154502,136511,187013,216657
PE(O-16:0/20:4),289084,225232,4396,339584,324798,301897,239043,341238,383423,437893,369666,284548,345924,340404,419666,355016,350025,374848,343922,246593,235702,204203,229489,345889,248933,256581,322280,243027,289610,227989,255091,363118,405212,253561,302641,211723,321305,184146,200773,254645,252562,292269,182193,327935,282989,219813,260447,227693,83222,235859,231061,176083,241156,172278,152346,936,166157,187875,192086,226423,176138,225438,173962,230726,215738,207290,198196,227062
AC(14:0),285522,229906,8195,290895,242605,305440,141397,333361,304256,281304,370918,206128,322610,218890,209410,241149,214169,339175,230791,249787,252562,211166,227065,219445,256230,222853,219936,251414,196926,156741,239784,498923,328089,269512,208620,201460,266596,244607,151121,260285,216169,388995,282538,296544,342280,196439,226964,328272,207728,181593,327986,220689,191271,189311,200564,1583,199643,217254,208399,217561,215785,246774,149866,206849,205983,169905,241793,308601
SM(d17:1/16:0),279216,174022,3127,263269,236796,225521,91720,375256,292252,217709,266164,260095,292750,112284,155800,111685,132826,366508,389493,159983,164744,127429,115644,109179,149214,167522,91730,182254,236689,77895,184756,352583,207633,167804,107532,150262,102279,119143,70929,177391,149421,185592,99243,144770,196608,59075,64602,115961,55185,61565,154025,72735,59917,88988,67601,394,59287,72115,87539,40971,106394,119546,32226,56648,51852,37274,82109,115013
PC(P-16:0/20:5),277104,250322,1342,258847,245841,265903,196459,15114,260290,205758,276510,264586,298169,195509,204556,190113,221150,261908,288963,241165,222278,202755,225117,194058,234122,245395,10411,242435,266719,161511,291451,275796,217393,247689,185192,238313,9368,237805,144206,260067,228561,244444,168325,199008,246488,106189,153430,212522,6755,132796,245077,142706,124008,169904,124134,76,115248,8158,10010,98695,10317,222527,5780,105202,107903,81559,154676,188496
PE(16:0_16:1),270005,217668,9980,279251,272717,251740,171156,311664,288486,239611,268403,252313,270289,211382,228736,202154,230408,274568,280153,207757,220213,200129,183697,215520,179641,209607,190405,224029,34978,157798,230392,252412,153939,216888,189274,188910,176372,191878,148374,192326,191831,117232,159556,108915,197504,130226,141996,165954,155240,133571,192228,149596,145594,154915,140212,1267,137045,156932,141379,122663,176390,179344,112018,135794,125183,125786,14585,87040
PC(36:2) ,269042,242035,3631,35144,18235,231431,57860,220365,319441,285516,287780,236956,285870,58839,478434,249802,296769,277487,16051,260257,26624,25696,209627,81667,37255,274360,73748,28669,302772,34547,253568,344987,485349,251003,43051,30430,108441,275285,346051,278207,50569,285629,180539,402165,298241,86556,107107,71481,78522,50669,19270,180140,50632,232102,30638,368,203519,192848,198868,381590,17859,210573,44376,42985,69648,22141,37339,291300
PC(O-18:0/18:1),268765,251966,7398,252684,262028,252328,235165,263357,242423,262526,257595,275431,254249,232958,241909,229266,239265,257904,263630,239917,232081,233189,219074,218356,237184,251763,221269,236366,206551,238606,265521,287049,279360,234642,245678,251528,233812,235708,230562,243177,222377,253014,213830,300745,288593,191821,208757,216833,203162,213518,244317,190270,200463,218914,191073,94,180497,186134,196832,195083,217803,236523,179801,209488,198329,171432,212028,211232
DG(16:0_22:6),261629,156905,133,251658,252631,163486,85241,246336,319902,286758,203693,197498,266472,175416,315414,298858,154898,314849,269634,172804,182905,123822,185409,306281,164965,219476,220201,180327,220291,103290,177968,248808,193538,165891,137527,136038,214130,143806,131967,189189,84419,189089,132844,223239,216734,133468,122516,166527,141338,169117,162016,84733,158642,77822,90890,229,115580,75511,151054,114681,163948,164824,108084,140702,128681,125115,99641,145073
DG(16:0_18:1),256738,183621,11020,356681,286404,165137,115828,299758,310290,278508,222912,203562,287900,180480,262270,266488,163395,284301,341820,202005,179125,126961,180419,282727,151557,215976,197244,168446,264616,112576,177997,216696,183402,192682,134514,144886,184790,147582,126008,183536,101483,169169,132996,199179,166489,106654,114134,155240,117133,148682,139501,75962,141985,77080,74933,2501,120965,78301,164077,107883,166323,138459,101492,113181,121038,107970,92191,130225
PA(36:2),246932,195061,15964,183183,199868,237665,851371,149928,1613733,1765457,1676115,205963,219006,312236,388832,280530,256456,1711650,216829,207040,210983,220175,177202,335506,178954,213475,258870,218471,235004,215814,198438,123351,321248,200866,280886,186040,297266,260982,270917,206978,255398,158698,167086,160125,217288,257426,238032,224989,234453,246661,265109,187235,263953,185814,185930,361,151965,761028,163424,220092,199795,245652,176821,258725,298556,275895,192932,245665
PC(38:2),243394,251993,53337,382745,415138,291286,220249,313302,415050,409710,396612,315473,358492,328009,389957,347861,342333,447965,373502,218453,242341,180622,226102,337485,202471,240446,302031,281879,286993,181697,245952,346230,288139,235126,272765,202547,287550,178023,175814,275880,253752,272854,155017,363319,261707,136395,223427,224634,156136,185501,220583,130664,171759,126170,100787,6861,77646,125800,112968,133203,175517,176210,122414,189298,157823,120146,132932,181057
TG(58:10) ,240758,154226,3156,191860,243233,190782,165578,213170,300933,385321,307412,200862,267285,238492,335035,284378,277038,308334,284991,124120,151503,127491,135434,246684,151559,198628,228664,182676,186944,149969,172420,303001,493518,170510,219099,137131,240137,122160,144160,196516,176368,235592,123803,322428,234876,163018,200986,179948,158544,168784,183929,112247,165564,105723,94543,862,90722,98139,114481,139084,124935,132009,118053,144443,138879,119044,117216,156526
PC(P-16:0/22:6),234063,179936,3650,156023,273126,206981,135980,258398,219577,272354,245958,260054,274256,183095,318538,337768,204371,236354,248297,141809,180854,119823,194088,260810,198515,211546,306627,156445,239981,197839,252370,266502,372770,108946,290275,268841,358395,180491,189621,279813,329252,295599,236161,321392,309707,215155,253541,247463,194933,358648,315124,176366,200210,175243,120967,959,166668,222187,180029,276486,209420,110664,241858,193817,243670,218151,208157,299320
Cer(d18:1/22:0),233395,201906,8940,192117,198601,176143,211595,215921,194353,230792,208186,213985,189587,167002,203410,189701,197409,210837,232533,167224,175210,174754,163744,168837,175086,193606,178676,186822,186656,192801,197648,230878,224388,180995,197381,191936,174115,173673,180564,177752,167832,199109,158172,255357,204437,166866,165220,161553,148421,160937,182675,132452,160348,150426,133288,1034,112007,138252,134568,147853,154632,160961,144580,154911,159193,128356,142867,147864
Cer(d18:1/20:0),232241,204030,17311,196702,209690,179724,222508,207676,202965,252118,208391,197095,220321,176433,217586,197395,204225,223582,250487,150689,171440,163841,165573,188632,169522,178198,186891,176022,200598,202294,187022,217620,246015,174310,184796,173372,178420,174112,186106,185327,162327,192190,157452,279366,193371,164877,197479,167987,142854,176596,178866,127136,160651,137402,120093,1115,113402,121923,144160,161347,151697,156799,146193,149914,159610,142222,135805,143839
TG(54:7) ,232005,161707,2977,236261,250266,17660,41081,26020,323967,145260,316593,243330,284759,41062,42264,36239,44080,341072,256275,138074,14857,128091,129721,23475,17671,186400,181541,206357,180955,24690,187769,325017,44323,169625,108731,153832,50464,119546,33541,210148,18382,190296,12235,76171,186207,27904,26890,165089,27949,38078,152915,94157,24723,99392,14081,3332,65725,97476,6491,26773,115084,122869,24822,28687,17802,25725,18964,134741
SM(d18:2/16:0),224703,153736,2569,276912,224979,161021,125626,254527,222681,335245,310119,222370,288623,170559,219594,202958,173976,357370,303668,181420,195984,145109,149364,183124,163871,214589,208933,212226,230887,104587,200890,397448,406115,205797,229975,167133,230721,150886,135873,241125,202995,283995,141233,320236,317170,144634,192054,192287,151137,160784,224041,121768,157470,125460,109834,600,114732,125656,86492,134685,147930,180364,106433,146939,142000,125048,138855,193762
SHexCer(d18:1/24:1(OH)),223884,246993,63475,152058,163390,199665,268275,179194,111777,97296,128742,191711,126875,171731,113632,138859,148757,103605,145944,264862,228679,290060,234135,137883,243960,239768,169599,233197,200875,281158,220423,151224,108486,233453,219770,257791,154883,298697,293007,192819,227531,177662,274795,221531,240360,311502,206589,219881,253541,256106,267807,322354,250726,340962,374504,3158,312992,293770,354134,261778,280146,275123,322600,277328,280926,290638,295174,261872
SM(41:2) ,222997,88169,25364,311267,150485,260158,145684,306968,395849,366926,259342,291473,283350,156186,230556,250648,298054,333918,263397,180166,1673948,1247718,134219,123137,149889,126776,1594988,215458,170645,127824,223951,297939,298519,87630,224301,162452,94902,139172,83597,168548,82585,198548,103274,172882,260571,75135,125986,1230569,125790,114147,182843,80289,111600,66153,54101,2238,108118,65834,106302,76483,84136,109263,66097,117673,81035,64804,95431,140424
TG(51:2) ,202420,445643,9330,272972,427602,282823,59220,420829,340363,184889,497623,267386,152693,81614,57058,49542,59718,286171,274556,956597,181954,442978,109583,52149,212939,414244,37975,711720,135607,29926,213584,337086,82192,183767,113692,347887,60114,174326,41419,220570,242709,206971,72390,103689,126296,20688,23323,482454,26763,26961,131643,91693,26487,184319,131024,3291,106794,112214,76990,24915,111238,403471,29258,24477,20734,25566,268964,209035
PC(40:8),194261,177376,3123,234959,194747,224030,290643,214080,224018,313839,218785,193912,223888,296533,359894,398091,293045,227171,217191,233972,187375,151290,224311,380485,264883,251736,365879,249444,231862,252786,210198,342397,454255,216122,335650,177985,415170,245118,325379,274900,216419,333582,235848,410663,298556,334647,411188,304614,310921,334489,318792,201581,319189,198689,203815,610,205817,227084,247655,296765,242111,236140,255994,274903,369369,301651,264533,275491
HexCer(d18:1/16:0),189067,186824,15638,167761,159507,140423,192657,187393,159893,174234,153010,151532,143336,141389,134346,134885,162461,168376,193191,157115,170761,152909,124005,137126,141580,157752,144759,175429,153705,169178,141307,157980,136991,146442,177991,94638,120242,147797,170722,134593,126545,146116,132846,172439,153977,131780,127592,118496,131476,123256,160232,124153,122290,131474,123212,361,114380,98809,126214,102658,127820,132267,108580,125918,125547,101180,128599,124392
PC(P-18:0/22:5),188383,126074,6517,204799,163623,142058,129521,194124,176583,261976,205311,154604,101569,97755,223471,144704,192206,233878,178786,56310,145938,123112,119535,109130,123678,143106,173431,143191,136015,116813,137753,211616,247611,140895,168218,102766,190218,49401,127615,119018,141320,79157,99562,215229,100019,33249,55237,146835,124050,133112,159383,39590,139799,35316,76035,176,88873,59764,111111,32231,111120,121484,27787,42144,88018,108491,103827,53201
DG(18:0_18:1),181332,118397,3800,454263,205866,114355,101393,213773,286398,218497,147400,139680,165255,135598,159270,164534,103948,225857,257056,219600,120325,83440,131583,207060,98549,202026,124878,133353,193138,91009,127830,191880,111775,124084,101810,101413,100051,94004,87004,124670,75028,105478,89196,132010,132187,66922,81736,85924,70854,95723,105389,49214,80633,48179,49649,885,84990,48126,119508,54658,139568,95385,57283,74494,70370,61357,56066,85815
PC(35:2) ,177754,164133,10268,199726,165353,203960,106366,217408,35536,63671,185732,179052,178858,63107,105197,54401,72425,167305,208050,110278,24236,114559,195206,61263,206129,229684,144272,226838,208526,51331,171763,228172,149030,132986,92358,181612,180816,115540,156236,226971,236028,267785,150098,92188,233726,170363,173282,249142,101843,78430,273769,208524,152261,81365,210653,1579,161335,229118,241980,69582,246732,246402,133359,100266,80634,187478,98295,275757
TG(49:1) ,174620,278335,17257,222156,281866,250046,36256,387944,299380,89651,379542,224227,196676,45168,50494,35921,45856,232784,265670,681971,176111,315478,108630,42130,151410,257679,26036,483322,130297,35797,191836,273650,59614,160533,44880,296180,36867,149620,29765,161044,167421,164344,91751,85977,130964,24604,29562,270983,29944,23134,129452,93032,24311,129570,117863,3745,77076,110653,84066,22904,137310,250834,19421,23265,25409,19144,185958,127762
SM(41:0),171901,130092,23571,175993,190635,152514,186203,182302,184872,199820,175996,218229,209195,169381,190264,174324,149695,156565,153755,128689,193730,155175,149516,168156,175519,187258,186465,194396,209454,208353,134949,188688,233307,220415,224357,215538,196530,204313,156113,205235,154783,167922,194841,277124,216443,183292,192171,179014,127248,198361,201321,176412,143097,177114,200923,1221,179037,198670,112880,138534,160596,201913,187176,205694,184629,142859,180998,178968
