Lipids,contrast,Sex,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction
AC(18:3),(4s2-) - 4s2M,F,0.3562450690519654,0.9997799048931435,15,0.3563234941094769,0.7265606054407139,0.7265606054407139,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(18:3),(4s2-) - 4s2M,M,0.5301457994872892,1.4672757601022692,15,0.3613129950775838,0.722904072913669,0.722904072913669,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(20:5),(4s2-) - 4s2M,F,0.08034963265782588,0.2945931509669679,15,0.27274779605054467,0.7887661538708546,0.7887661538708546,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(20:5),(4s2-) - 4s2M,M,-0.08996940528404862,0.4323445464251247,15,-0.2080965425098288,0.8379527218807608,0.8379527218807608,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d17:1/23:0),(4s2-) - 4s2M,F,-0.1618917183876565,0.2724677834118118,15,-0.5941682952768437,0.5612546442683287,0.5612546442683287,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d17:1/23:0),(4s2-) - 4s2M,M,-0.10466958657898331,0.3998733841841678,15,-0.2617568228316395,0.7970691913186981,0.7970691913186981,(4s2-),4s2M,BH,4s2M > (4s2-)
CE(22:5),(4s2-) - 4s2M,F,-0.7984498338335677,0.5706478137246175,15,-1.3991989711168553,0.18209153663209063,0.18209153663209063,(4s2-),4s2M,BH,4s2M > (4s2-)
CE(22:5),(4s2-) - 4s2M,M,0.7278674468289146,0.8374820303304422,15,0.8691141068922071,0.39847836332381414,0.39847836332381414,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(16:0_22:6),(4s2-) - 4s2M,F,-0.18333703101095444,0.23065277251337746,14,-0.7948615965599165,0.43996186222177247,0.43996186222177247,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(16:0_22:6),(4s2-) - 4s2M,M,-0.00926401415881506,0.32619227908737464,14,-0.028400470375123683,0.9777436294929578,0.9777436294929578,(4s2-),4s2M,BH,4s2M > (4s2-)
