Lipids,contrast,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction,p_adj_BH_global
PE(18:0_20:4),(M 4s2-) - F 4s2M,0.024559668899876687,0.21433676142927474,15,0.11458449188139247,0.9102942051216951,0.9102942051216951,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9997606962792618
PE(18:0_20:4),(M 4s2-) - M 4s2M,-0.04230273611807073,0.24749477381684873,15,-0.17092375513907065,0.9102942051216951,0.86656801530477,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PE(18:0_20:4),F 4s2M - M 4s2M,-0.06686240501794741,0.2143367614292747,15,-0.3119502439622807,0.9102942051216951,0.7593724960926872,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PE(18:0_22:6),(F 4s2-) - (M 4s2-),-0.018956862542588007,0.2727462679070306,15,-0.06950365512993828,0.9455068404587414,0.9455068404587414,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
PE(18:0_22:6),(F 4s2-) - F 4s2M,-0.15068700669952478,0.21989507117529697,15,-0.6852677774637315,0.7730186245717384,0.5036281538351635,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PE(18:0_22:6),(F 4s2-) - M 4s2M,-0.3135052068137454,0.2727462679070306,15,-1.1494390343797776,0.7730186245717384,0.2683730835969891,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
PE(18:0_22:6),(M 4s2-) - F 4s2M,-0.1317301441569368,0.2794817578842569,15,-0.47133718191185425,0.7730186245717384,0.6441821871431154,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PE(18:0_22:6),(M 4s2-) - M 4s2M,-0.2945483442711574,0.32271773629613104,15,-0.912711980604856,0.7730186245717384,0.3758307519882378,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PE(18:0_22:6),F 4s2M - M 4s2M,-0.1628182001142206,0.2794817578842569,15,-0.582571833477766,0.7730186245717384,0.5688362128676328,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PS(36:1),(F 4s2-) - (M 4s2-),0.5586750771730262,0.3648739300036085,15,1.531145503235874,0.2930972817624637,0.14654864088123185,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PS(36:1),(F 4s2-) - F 4s2M,-0.20739691596378074,0.29417076693237354,15,-0.70502218193373,0.5899197590382682,0.4915997991985569,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PS(36:1),(F 4s2-) - M 4s2M,-0.2875595977093386,0.3648739300036085,15,-0.7881067241677,0.5899197590382682,0.4429114612633841,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
PS(36:1),(M 4s2-) - F 4s2M,-0.766071993136807,0.3738845196529165,15,-2.048953494645793,0.20648468496091765,0.05838174247497323,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PS(36:1),(M 4s2-) - M 4s2M,-0.8462346748823648,0.4317246561348905,15,-1.9601258877787198,0.20648468496091765,0.06882822832030588,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PS(36:1),F 4s2M - M 4s2M,-0.08016268174555788,0.3738845196529165,15,-0.21440492326340305,0.8331187621263041,0.8331187621263041,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PC(38:4),(F 4s2-) - (M 4s2-),0.07416269010417381,0.49046730352610834,15,0.1512082244239264,0.8818262649992101,0.8818262649992101,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PC(38:4),(F 4s2-) - F 4s2M,-0.08625041983939807,0.39542738181404646,15,-0.21811949249371448,0.8818262649992101,0.8302756150669786,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PC(38:4),(F 4s2-) - M 4s2M,0.7776697814741484,0.4904673035261084,15,1.5855690601254355,0.40106754067437733,0.13368918022479245,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(38:4),(M 4s2-) - F 4s2M,-0.16041310994357189,0.5025794311544995,15,-0.3191796161953528,0.8818262649992101,0.7539920571378765,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PC(38:4),(M 4s2-) - M 4s2M,0.7035070913699747,0.5803287397324386,15,1.2122561631090814,0.48832694053678743,0.24416347026839372,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9997606962792618
PC(38:4),F 4s2M - M 4s2M,0.8639202013135465,0.5025794311544995,15,1.7189724603909746,0.40106754067437733,0.10618183284411933,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
SM(40:3),(F 4s2-) - (M 4s2-),-0.21759870068778955,0.2468577239425625,15,-0.8814741431320141,0.7036014529056601,0.39196727432058387,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
SM(40:3),(F 4s2-) - F 4s2M,-0.13070010304328766,0.19902305975832693,15,-0.6567083392346413,0.7036014529056601,0.5213170673089167,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
SM(40:3),(F 4s2-) - M 4s2M,0.1372806664942857,0.2468577239425625,15,0.5561125019779709,0.7036014529056601,0.5863345440880501,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
SM(40:3),(M 4s2-) - F 4s2M,0.08689859764450186,0.2529538943436284,15,0.3435353223953665,0.7359635877000029,0.7359635877000029,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9997606962792618
SM(40:3),(M 4s2-) - M 4s2M,0.35487936718207524,0.29208599798371604,15,1.2149824696555978,0.7036014529056601,0.24315222283086632,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9997606962792618
SM(40:3),F 4s2M - M 4s2M,0.2679807695375734,0.2529538943436284,15,1.059405589437305,0.7036014529056601,0.30617721327150266,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
PC(32:1),(F 4s2-) - (M 4s2-),-0.09239003584581074,0.8869587764771959,15,-0.10416497169435937,0.9184184506265147,0.9184184506265147,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
PC(32:1),(F 4s2-) - F 4s2M,0.5502554191788823,0.7150890268074676,15,0.7694921870574788,0.5884223102928298,0.45354889914048147,(F 4s2-),F 4s2M,BH,(F 4s2-) > F 4s2M,0.9997606962792618
PC(32:1),(F 4s2-) - M 4s2M,1.2077862639540542,0.886958776477196,15,1.3617163457710109,0.5884223102928298,0.19339038691517618,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(32:1),(M 4s2-) - F 4s2M,0.6426454550246931,0.9088622913997592,15,0.7070878185901414,0.5884223102928298,0.4903519252440248,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9997606962792618
PC(32:1),(M 4s2-) - M 4s2M,1.300176299799865,1.049463777191902,15,1.2388958323829011,0.5884223102928298,0.23442089767601845,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9997606962792618
PC(32:1),F 4s2M - M 4s2M,0.657530844775172,0.908862291399759,15,0.7234658660582057,0.5884223102928298,0.4805244977968042,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
HexCer(d18:1/24:1),(F 4s2-) - (M 4s2-),-0.022325087958916457,0.18881572545051664,15,-0.11823743973468588,0.9808937094300414,0.9074483490097616,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
HexCer(d18:1/24:1),(F 4s2-) - F 4s2M,-0.06030535693835346,0.15222810455140398,15,-0.39615126993839506,0.9808937094300414,0.6975715326263437,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
HexCer(d18:1/24:1),(F 4s2-) - M 4s2M,-0.06501673347722331,0.18881572545051667,15,-0.34433961113192546,0.9808937094300414,0.7353708983232852,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
HexCer(d18:1/24:1),(M 4s2-) - F 4s2M,-0.037980268979437,0.1934785442530389,15,-0.1963022263066281,0.9808937094300414,0.8470083882729242,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
HexCer(d18:1/24:1),(M 4s2-) - M 4s2M,-0.04269164551830685,0.22340977921381783,15,-0.19109121215973335,0.9808937094300414,0.851016590273095,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
HexCer(d18:1/24:1),F 4s2M - M 4s2M,-0.004711376538869844,0.1934785442530389,15,-0.024350899253759734,0.9808937094300414,0.9808937094300414,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PC(31:0),(F 4s2-) - (M 4s2-),0.1315060325455138,0.43062656108825575,15,0.3053830033455878,0.872866295350837,0.7642713125484795,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PC(31:0),(F 4s2-) - F 4s2M,0.20333337924098172,0.3471822328756949,15,0.5856675831501527,0.8502104885413218,0.5668069923608812,(F 4s2-),F 4s2M,BH,(F 4s2-) > F 4s2M,0.9997606962792618
PC(31:0),(F 4s2-) - M 4s2M,0.5284613068059854,0.43062656108825575,15,1.2271916192779355,0.8502104885413218,0.23866335245615153,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(31:0),(M 4s2-) - F 4s2M,0.07182734669546792,0.44126091699858505,15,0.16277749496608657,0.872866295350837,0.872866295350837,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9997606962792618
PC(31:0),(M 4s2-) - M 4s2M,0.3969552742604716,0.5095242184239883,15,0.7790704738006287,0.8502104885413218,0.4480555585153483,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9997606962792618
PC(31:0),F 4s2M - M 4s2M,0.3251279275650037,0.44126091699858505,15,0.7368156005668779,0.8502104885413218,0.4726023625657608,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
PC(O-16:0/16:0),(F 4s2-) - (M 4s2-),0.3888180078225098,0.3654399900041265,15,1.0639722484069662,0.8272377019461028,0.30417011926985255,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PC(O-16:0/16:0),(F 4s2-) - F 4s2M,0.05514246624811561,0.2946271390948914,15,0.18716017274415347,0.9458787027543953,0.8540430805974186,(F 4s2-),F 4s2M,BH,(F 4s2-) > F 4s2M,0.9997606962792618
PC(O-16:0/16:0),(F 4s2-) - M 4s2M,0.025225794068347546,0.3654399900041265,15,0.06902855395782684,0.9458787027543953,0.9458787027543953,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(O-16:0/16:0),(M 4s2-) - F 4s2M,-0.33367554157439416,0.37446455854850524,15,-0.891073758402619,0.8272377019461028,0.3869596907557089,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PC(O-16:0/16:0),(M 4s2-) - M 4s2M,-0.3635922137541623,0.43239442735990774,15,-0.8408808965789994,0.8272377019461028,0.4136188509730514,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PC(O-16:0/16:0),F 4s2M - M 4s2M,-0.029916672179768067,0.37446455854850524,15,-0.07989186558997917,0.9458787027543953,0.9373794025267735,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PC(P-16:0/18:0),(F 4s2-) - (M 4s2-),-0.06665241501893232,0.322203459870939,15,-0.20686436776821218,0.9311538048268433,0.8388977021437813,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
PC(P-16:0/18:0),(F 4s2-) - F 4s2M,-0.09565876981358765,0.25976873408730794,15,-0.3682458943709402,0.9311538048268433,0.7178349084281759,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PC(P-16:0/18:0),(F 4s2-) - M 4s2M,0.02855338258344767,0.32220345987093907,15,0.0886191060607634,0.9311538048268433,0.9305569780854599,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(P-16:0/18:0),(M 4s2-) - F 4s2M,-0.029006354794655336,0.33016029899193516,15,-0.08785536868975236,0.9311538048268433,0.9311538048268433,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PC(P-16:0/18:0),(M 4s2-) - M 4s2M,0.09520579760237999,0.38123627499744217,15,0.24972911510852097,0.9311538048268433,0.8061844954317333,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9997606962792618
PC(P-16:0/18:0),F 4s2M - M 4s2M,0.12421215239703531,0.33016029899193516,15,0.37621771235453555,0.9311538048268433,0.71202301217773,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
PC(18:0_22:6),(F 4s2-) - (M 4s2-),0.6306257696929767,0.26183538986820903,15,2.4084817946511845,0.08800307472046451,0.029334358240154835,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PC(18:0_22:6),(F 4s2-) - F 4s2M,0.06763692552233369,0.211098440074374,15,0.32040466759727787,0.7530816107936307,0.7530816107936307,(F 4s2-),F 4s2M,BH,(F 4s2-) > F 4s2M,0.9997606962792618
PC(18:0_22:6),(F 4s2-) - M 4s2M,-0.13824137085959073,0.2618353898682091,15,-0.5279705349577551,0.7262916263062129,0.6052430219218441,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
PC(18:0_22:6),(M 4s2-) - F 4s2M,-0.562988844170643,0.2683014348765375,15,-2.098344514742196,0.10644149905241988,0.05322074952620994,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PC(18:0_22:6),(M 4s2-) - M 4s2M,-0.7688671405525674,0.3098078112998635,15,-2.4817551801764597,0.08800307472046451,0.025403597107459482,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PC(18:0_22:6),F 4s2M - M 4s2M,-0.20587829638192442,0.2683014348765375,15,-0.767339527933058,0.6821838571073578,0.4547892380715719,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PE(P-18:0/22:6),(F 4s2-) - (M 4s2-),-0.10498080498746089,0.19438188397915612,15,-0.5400750462873286,0.9192313507413263,0.5970730962142339,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9997606962792618
PE(P-18:0/22:6),(F 4s2-) - F 4s2M,-0.050949272711874154,0.15671568502398217,15,-0.32510640338315466,0.9192313507413263,0.7495908515751195,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PE(P-18:0/22:6),(F 4s2-) - M 4s2M,-0.1286986777048924,0.19438188397915615,15,-0.6620919350626983,0.9192313507413263,0.5179558280120773,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
PE(P-18:0/22:6),(M 4s2-) - F 4s2M,0.05403153227558674,0.19918215949288837,15,0.2712669267827468,0.9192313507413263,0.7898833478468209,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9997606962792618
PE(P-18:0/22:6),(M 4s2-) - M 4s2M,-0.02371787271743151,0.22999574680198015,15,-0.10312309269723988,0.9192313507413263,0.9192313507413263,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PE(P-18:0/22:6),F 4s2M - M 4s2M,-0.07774940499301826,0.1991821594928884,15,-0.3903432174395831,0.9192313507413263,0.7017701032421906,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PE(P-18:0/18:1),(F 4s2-) - (M 4s2-),0.11561064351176226,0.2515888004021846,15,0.45952221770980856,0.9499947223337213,0.6524486744163653,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PE(P-18:0/18:1),(F 4s2-) - F 4s2M,-0.03251427059583181,0.20283737554276507,15,-0.16029723569844104,0.9499947223337213,0.874785694541111,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
PE(P-18:0/18:1),(F 4s2-) - M 4s2M,-0.04895452412970894,0.2515888004021847,15,-0.19458149190842852,0.9499947223337213,0.8483314640966167,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
PE(P-18:0/18:1),(M 4s2-) - F 4s2M,-0.14812491410759407,0.25780180509880224,15,-0.57456895637649,0.9499947223337213,0.5740996624260635,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PE(P-18:0/18:1),(M 4s2-) - M 4s2M,-0.1645651676414712,0.2976838831427298,15,-0.5528185332175592,0.9499947223337213,0.5885320894971322,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PE(P-18:0/18:1),F 4s2M - M 4s2M,-0.016440253533877125,0.25780180509880224,15,-0.0637709015558538,0.9499947223337213,0.9499947223337213,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9997606962792618
PC(16:0_18:2),(F 4s2-) - (M 4s2-),0.3760600957760465,0.2398208852292188,15,1.5680873474243555,0.6232807751845356,0.1377110534111625,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
PC(16:0_18:2),(F 4s2-) - F 4s2M,0.158464542828246,0.19334977901430866,15,0.819574470868772,0.6232807751845356,0.4252902362325298,(F 4s2-),F 4s2M,BH,(F 4s2-) > F 4s2M,0.9997606962792618
PC(16:0_18:2),(F 4s2-) - M 4s2M,0.18884229971361116,0.2398208852292188,15,0.7874305840090502,0.6232807751845356,0.44329507736997653,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9997606962792618
PC(16:0_18:2),(M 4s2-) - F 4s2M,-0.21759555294780047,0.24574328035926526,15,-0.8854588114461802,0.6232807751845356,0.38988345323597506,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
PC(16:0_18:2),(M 4s2-) - M 4s2M,-0.18721779606243533,0.28375989813392694,15,-0.6597753850830381,0.6232807751845356,0.519400645987113,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9997606962792618
PC(16:0_18:2),F 4s2M - M 4s2M,0.030377756885365148,0.24574328035926526,15,0.12361581908141812,0.9032606776239964,0.9032606776239964,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9997606962792618
HexCer(d18:1/24:0),(F 4s2-) - (M 4s2-),0.12525798508868755,0.1990785850967258,15,0.6291886444131034,0.6464287986195514,0.5386906655162929,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9997606962792618
HexCer(d18:1/24:0),(F 4s2-) - F 4s2M,-0.11137452137566967,0.160502286521639,15,-0.6939123659191864,0.6464287986195514,0.4983435106560008,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9997606962792618
HexCer(d18:1/24:0),(F 4s2-) - M 4s2M,-0.1768078788348099,0.19907858509672582,15,-0.8881310802410248,0.6464287986195514,0.3884901316400269,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9997606962792618
HexCer(d18:1/24:0),(M 4s2-) - F 4s2M,-0.2366325064643572,0.2039948460043048,15,-1.1599925738288686,0.6464287986195514,0.26418292762774637,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9997606962792618
